brand,car_model,date_of_sale,car_price
Nissan,Sentra,14/01/2020,29734
Ford,Mustang,24/07/2016,20926
Chevrolet,Camaro,27/07/2011,52053
Tesla,Model 3,08/12/2018,21559
Ford,Mustang,08/04/2014,81384
Ford,Mustang,07/02/2019,69076
Nissan,Sentra,11/06/2010,76506
Toyota,Camry,26/04/2011,22048
Honda,Accord,17/08/2012,39995
Nissan,Sentra,27/12/2014,48724
Chevrolet,Camaro,03/04/2022,45759
Nissan,Sentra,10/07/2018,65048
Honda,Accord,19/06/2015,16186
Tesla,Model 3,02/10/2011,67114
Tesla,Model 3,01/07/2020,40863
Nissan,Sentra,24/07/2011,52425
Chevrolet,Camaro,20/01/2010,18154
Chevrolet,Camaro,18/12/2015,46524
Toyota,Camry,27/07/2020,19342
Chevrolet,Camaro,07/10/2020,71636
Honda,Accord,03/04/2012,24429
Chevrolet,Camaro,17/07/2022,47654
Chevrolet,Camaro,27/07/2014,71094
Honda,Accord,20/10/2013,93926
Kia,Picanto,12/06/2012,83524
Tesla,Model 3,12/02/2015,13490
Tesla,Model 3,27/11/2010,96619
Toyota,Camry,09/11/2020,37641
Honda,Accord,22/10/2014,81896
Chevrolet,Camaro,03/08/2013,11602
Toyota,Camry,10/04/2015,55675
Nissan,Sentra,07/05/2011,90515
Tesla,Model 3,23/07/2021,77642
Ford,Mustang,03/12/2014,41559
Chevrolet,Camaro,01/12/2011,39220
Kia,Picanto,22/03/2015,66070
Toyota,Camry,18/04/2014,33991
Kia,Picanto,28/08/2021,95254
Honda,Accord,21/06/2012,53585
Ford,Mustang,15/12/2016,76791
Nissan,Sentra,26/06/2015,50149
Tesla,Model 3,20/02/2022,74584
Toyota,Camry,26/06/2016,61201
Toyota,Camry,14/04/2017,80214
Nissan,Sentra,11/10/2020,33006
Tesla,Model 3,14/08/2020,18797
Tesla,Model 3,06/12/2018,29290
Chevrolet,Camaro,28/10/2012,22662
Toyota,Camry,07/10/2020,70920
Nissan,Sentra,10/03/2017,23711
Honda,Accord,01/05/2013,56696
Nissan,Sentra,16/08/2019,70997
Nissan,Sentra,05/04/2015,95024
Nissan,Sentra,21/11/2017,87226
Toyota,Camry,25/06/2018,22867
Chevrolet,Camaro,19/02/2020,76362
Kia,Picanto,13/06/2012,76666
Toyota,Camry,02/07/2022,33186
Nissan,Sentra,17/02/2017,68262
Nissan,Sentra,01/11/2020,65121
Kia,Picanto,13/08/2018,44204
Chevrolet,Camaro,15/02/2020,49423
Chevrolet,Camaro,11/06/2012,48067
Honda,Accord,22/11/2015,49102
Tesla,Model 3,21/08/2017,48385
Ford,Mustang,19/07/2012,29509
Chevrolet,Camaro,10/04/2011,51441
Honda,Accord,23/09/2015,71794
Toyota,Camry,15/04/2015,11131
Nissan,Sentra,16/03/2020,42641
Chevrolet,Camaro,22/12/2016,13349
Honda,Accord,10/02/2022,84747
Nissan,Sentra,01/12/2011,72048
Kia,Picanto,10/03/2021,34240
Nissan,Sentra,17/06/2022,94840
Honda,Accord,27/07/2015,15882
Chevrolet,Camaro,02/04/2022,64920
Toyota,Camry,24/04/2010,46702
Honda,Accord,24/04/2015,73609
Ford,Mustang,22/06/2013,71610
Tesla,Model 3,21/09/2019,83660
Chevrolet,Camaro,03/04/2011,11386
Honda,Accord,05/04/2018,60246
Honda,Accord,05/05/2018,89854
Chevrolet,Camaro,15/08/2014,51616
Honda,Accord,02/06/2012,68901
Kia,Picanto,04/02/2022,30345
Honda,Accord,16/05/2019,76688
Chevrolet,Camaro,17/07/2017,66407
Nissan,Sentra,25/04/2015,74181
Chevrolet,Camaro,26/09/2022,83673
Tesla,Model 3,06/07/2014,81123
Chevrolet,Camaro,20/05/2012,20035
Nissan,Sentra,26/05/2020,94017
Tesla,Model 3,21/07/2015,30972
Honda,Accord,06/11/2019,92977
Tesla,Model 3,03/12/2021,84444
Kia,Picanto,25/11/2012,13169
Nissan,Sentra,22/06/2013,22760
Tesla,Model 3,12/11/2015,58929
Kia,Picanto,21/06/2019,94160
Tesla,Model 3,22/11/2013,78083
Kia,Picanto,21/12/2019,23694
Toyota,Camry,21/10/2017,61034
Chevrolet,Camaro,21/05/2019,86710
Ford,Mustang,18/06/2015,37900
Chevrolet,Camaro,10/12/2015,83834
Kia,Picanto,23/09/2018,42363
Nissan,Sentra,15/03/2013,94606
Toyota,Camry,10/08/2017,80787
Ford,Mustang,24/06/2022,61455
Tesla,Model 3,05/12/2021,13018
Honda,Accord,13/12/2017,94373
Tesla,Model 3,02/03/2022,57521
Kia,Picanto,20/09/2015,15746
Ford,Mustang,02/03/2015,94791
Honda,Accord,21/04/2020,64402
Honda,Accord,25/11/2013,27672
Chevrolet,Camaro,11/06/2012,93953
Kia,Picanto,24/09/2013,48374
Toyota,Camry,10/06/2014,96216
Kia,Picanto,11/01/2013,69743
Ford,Mustang,01/12/2013,55561
Chevrolet,Camaro,28/10/2022,28088
Honda,Accord,25/01/2017,97419
Tesla,Model 3,03/08/2022,34300
Tesla,Model 3,18/12/2018,15741
Toyota,Camry,03/12/2020,38169
Chevrolet,Camaro,28/03/2021,79861
Nissan,Sentra,14/08/2016,26995
Nissan,Sentra,09/11/2018,76354
Tesla,Model 3,10/07/2014,90115
Nissan,Sentra,14/08/2013,39825
Ford,Mustang,28/10/2017,64993
Kia,Picanto,20/05/2014,14866
Kia,Picanto,15/03/2019,44018
Nissan,Sentra,22/08/2015,66439
Nissan,Sentra,28/10/2016,13715
Tesla,Model 3,16/11/2014,85669
Nissan,Sentra,03/08/2017,15008
Toyota,Camry,13/12/2020,88615
Nissan,Sentra,17/05/2022,77120
Tesla,Model 3,27/08/2010,89027
Toyota,Camry,22/11/2020,68516
Ford,Mustang,11/10/2016,47858
Ford,Mustang,20/07/2017,57813
Honda,Accord,17/09/2011,89858
Tesla,Model 3,01/09/2021,40775
Chevrolet,Camaro,14/12/2019,62088
Chevrolet,Camaro,02/12/2020,36230
Chevrolet,Camaro,22/09/2018,13522
Nissan,Sentra,21/07/2022,24300
Nissan,Sentra,09/10/2022,64900
Honda,Accord,15/06/2020,64517
Nissan,Sentra,04/10/2012,17367
Toyota,Camry,24/12/2016,26869
Chevrolet,Camaro,05/01/2019,31252
Chevrolet,Camaro,20/04/2011,21636
Nissan,Sentra,22/06/2019,26340
Chevrolet,Camaro,22/04/2017,35424
Tesla,Model 3,01/04/2022,24422
Toyota,Camry,12/11/2021,36032
Kia,Picanto,14/01/2016,53880
Ford,Mustang,11/10/2020,98370
Ford,Mustang,10/12/2010,48795
Ford,Mustang,15/04/2020,76614
Ford,Mustang,12/03/2010,69750
Ford,Mustang,02/09/2020,48980
Nissan,Sentra,19/05/2016,55103
Nissan,Sentra,07/04/2018,99330
Toyota,Camry,21/04/2018,23527
Chevrolet,Camaro,22/03/2011,97029
Nissan,Sentra,15/08/2010,80599
Chevrolet,Camaro,24/11/2015,25762
Kia,Picanto,20/10/2016,38206
Tesla,Model 3,09/01/2010,18176
Kia,Picanto,15/05/2011,15259
Tesla,Model 3,25/04/2011,42119
Chevrolet,Camaro,27/06/2014,73853
Nissan,Sentra,19/05/2022,86426
Chevrolet,Camaro,13/03/2016,37636
Ford,Mustang,20/01/2010,28485
Honda,Accord,15/04/2021,57340
Toyota,Camry,04/04/2019,13023
Toyota,Camry,25/09/2010,29830
Toyota,Camry,07/06/2012,43314
Toyota,Camry,14/08/2018,15605
Chevrolet,Camaro,11/04/2012,31247
Nissan,Sentra,17/09/2018,48109
Kia,Picanto,18/07/2014,21421
Toyota,Camry,26/10/2014,41699
Tesla,Model 3,09/02/2022,76336
Honda,Accord,22/01/2020,22255
Chevrolet,Camaro,05/09/2012,52068
Chevrolet,Camaro,18/11/2018,58252
Toyota,Camry,28/11/2020,48433
Honda,Accord,24/11/2017,30425
Nissan,Sentra,05/09/2019,73343
Ford,Mustang,03/07/2012,58898
Honda,Accord,07/02/2019,74050
Ford,Mustang,20/08/2012,67747
Ford,Mustang,16/09/2017,26594
Ford,Mustang,05/01/2012,54135
Kia,Picanto,21/04/2012,42479
Kia,Picanto,02/04/2012,49959
Toyota,Camry,05/01/2019,90449
Kia,Picanto,05/04/2013,46741
Kia,Picanto,18/06/2020,69825
Tesla,Model 3,10/08/2016,53603
Nissan,Sentra,19/01/2014,82249
Toyota,Camry,15/01/2015,55329
Ford,Mustang,12/07/2014,97654
Honda,Accord,15/02/2014,59549
Chevrolet,Camaro,17/08/2017,76281
Tesla,Model 3,12/02/2011,61012
Nissan,Sentra,15/10/2021,49492
Ford,Mustang,01/08/2014,35828
Chevrolet,Camaro,08/12/2017,26671
Toyota,Camry,28/05/2021,58269
Ford,Mustang,22/08/2018,37302
Kia,Picanto,15/08/2022,73372
Kia,Picanto,03/06/2012,12684
Tesla,Model 3,22/04/2011,57089
Toyota,Camry,25/09/2016,50933
Nissan,Sentra,08/10/2012,27594
Chevrolet,Camaro,16/11/2017,83063
Chevrolet,Camaro,02/06/2011,62802
Kia,Picanto,14/09/2016,37976
Ford,Mustang,25/10/2012,38564
Ford,Mustang,02/09/2022,86378
Tesla,Model 3,26/10/2013,29846
Toyota,Camry,14/12/2019,76204
Honda,Accord,28/05/2012,46837
Nissan,Sentra,03/07/2014,67405
Toyota,Camry,15/06/2018,11882
Tesla,Model 3,09/05/2014,84678
Tesla,Model 3,15/09/2015,50672
Chevrolet,Camaro,24/06/2021,85852
Chevrolet,Camaro,03/03/2011,17826
Kia,Picanto,10/07/2015,80246
Nissan,Sentra,20/01/2013,52227
Tesla,Model 3,09/09/2019,63557
Nissan,Sentra,09/01/2019,24180
Ford,Mustang,24/02/2014,78564
Ford,Mustang,24/02/2015,68283
Kia,Picanto,20/04/2012,91289
Tesla,Model 3,06/09/2013,10626
Ford,Mustang,09/09/2013,13146
Kia,Picanto,16/07/2014,75236
Tesla,Model 3,04/04/2010,30523
Chevrolet,Camaro,02/08/2017,26697
Honda,Accord,18/04/2012,45721
Honda,Accord,28/10/2013,53220
Tesla,Model 3,08/04/2016,69446
Ford,Mustang,14/04/2011,36539
Ford,Mustang,22/08/2011,34935
Honda,Accord,09/11/2021,73104
Nissan,Sentra,07/10/2015,79377
Ford,Mustang,27/11/2010,74466
Kia,Picanto,12/11/2018,63821
Nissan,Sentra,25/05/2011,61640
Honda,Accord,13/11/2022,67010
Tesla,Model 3,25/08/2011,67622
Honda,Accord,04/12/2021,23671
Nissan,Sentra,02/02/2021,26571
Honda,Accord,25/06/2017,87649
Honda,Accord,10/10/2020,64748
Chevrolet,Camaro,27/02/2019,63839
Chevrolet,Camaro,01/12/2022,97631
Kia,Picanto,23/12/2017,44085
Toyota,Camry,14/12/2017,20895
Kia,Picanto,24/05/2018,79820
Toyota,Camry,22/08/2010,69549
Toyota,Camry,23/05/2017,86542
Tesla,Model 3,27/04/2017,40271
Nissan,Sentra,18/08/2010,86508
Kia,Picanto,07/06/2021,79079
Toyota,Camry,21/05/2021,35888
Chevrolet,Camaro,24/05/2014,70643
Nissan,Sentra,06/05/2019,34210
Chevrolet,Camaro,08/09/2020,99765
Toyota,Camry,20/04/2012,44330
Chevrolet,Camaro,12/05/2016,45410
Nissan,Sentra,06/06/2013,52917
Nissan,Sentra,07/04/2020,84475
Toyota,Camry,09/04/2021,39485
Kia,Picanto,14/04/2014,55764
Chevrolet,Camaro,15/02/2014,96474
Nissan,Sentra,22/08/2012,52063
Toyota,Camry,23/02/2018,51190
Ford,Mustang,27/05/2015,35528
Kia,Picanto,04/12/2012,92008
Nissan,Sentra,16/04/2013,63059
Honda,Accord,14/05/2012,22804
Ford,Mustang,15/06/2017,19164
Toyota,Camry,06/09/2021,65054
Kia,Picanto,26/11/2016,62088
Tesla,Model 3,08/02/2010,45200
Chevrolet,Camaro,18/03/2012,35390
Honda,Accord,07/07/2021,93657
Toyota,Camry,12/01/2015,58868
Nissan,Sentra,05/03/2010,66049
Honda,Accord,11/05/2022,92622
Tesla,Model 3,01/02/2013,13542
Honda,Accord,24/01/2014,83396
Nissan,Sentra,22/07/2020,54444
Toyota,Camry,26/03/2011,64186
Ford,Mustang,25/01/2018,49173
Kia,Picanto,02/02/2014,69523
Kia,Picanto,26/01/2022,74142
Toyota,Camry,13/10/2015,77727
Kia,Picanto,07/12/2012,90936
Ford,Mustang,17/05/2013,86980
Chevrolet,Camaro,16/09/2018,87749
Nissan,Sentra,06/02/2012,57668
Tesla,Model 3,08/06/2022,20343
Ford,Mustang,10/12/2019,76865
Nissan,Sentra,26/11/2017,77246
Tesla,Model 3,27/11/2021,47761
Honda,Accord,20/01/2010,49802
Chevrolet,Camaro,26/11/2013,40085
Kia,Picanto,27/03/2017,34807
Chevrolet,Camaro,02/02/2022,68891
Chevrolet,Camaro,08/10/2019,50838
Toyota,Camry,15/06/2010,59013
Ford,Mustang,13/08/2021,71263
Ford,Mustang,03/02/2011,18882
Nissan,Sentra,18/12/2012,95346
Toyota,Camry,18/06/2015,72016
Tesla,Model 3,25/07/2010,24210
Chevrolet,Camaro,18/10/2018,79982
Tesla,Model 3,05/09/2011,32510
Chevrolet,Camaro,02/12/2022,20310
Tesla,Model 3,05/03/2019,63010
Honda,Accord,20/02/2018,57787
Honda,Accord,25/10/2022,74612
Chevrolet,Camaro,06/06/2016,58818
Nissan,Sentra,23/01/2018,31549
Chevrolet,Camaro,01/05/2021,56427
Ford,Mustang,05/11/2013,33092
Ford,Mustang,03/10/2012,48973
Nissan,Sentra,12/07/2017,22597
Toyota,Camry,04/05/2013,82141
Honda,Accord,07/02/2010,15043
Kia,Picanto,07/06/2017,48944
Nissan,Sentra,24/05/2010,18718
Honda,Accord,15/12/2021,13088
Kia,Picanto,19/03/2021,79056
Toyota,Camry,18/08/2012,20233
Ford,Mustang,12/04/2012,71963
Chevrolet,Camaro,01/09/2021,39703
Chevrolet,Camaro,17/12/2012,16252
Ford,Mustang,01/03/2018,59904
Tesla,Model 3,18/08/2016,80248
Ford,Mustang,16/11/2021,67479
Ford,Mustang,18/01/2017,50473
Chevrolet,Camaro,27/09/2012,18399
Ford,Mustang,26/02/2022,11931
Honda,Accord,13/12/2015,39075
Toyota,Camry,15/07/2020,26483
Ford,Mustang,11/01/2015,39311
Tesla,Model 3,13/06/2012,24567
Kia,Picanto,04/11/2011,52863
Tesla,Model 3,17/10/2012,39860
Toyota,Camry,23/08/2018,22443
Tesla,Model 3,23/06/2022,96431
Chevrolet,Camaro,03/01/2017,81802
Ford,Mustang,17/02/2014,87660
Kia,Picanto,04/01/2011,46148
Chevrolet,Camaro,11/01/2016,47431
Ford,Mustang,26/03/2018,41718
Chevrolet,Camaro,22/11/2021,51984
Kia,Picanto,06/02/2021,59868
Chevrolet,Camaro,28/06/2014,22436
Nissan,Sentra,11/08/2010,91382
Honda,Accord,02/07/2010,27238
Toyota,Camry,09/05/2010,30365
Chevrolet,Camaro,25/06/2015,76820
Honda,Accord,13/12/2021,57382
Ford,Mustang,03/05/2019,57829
Toyota,Camry,26/12/2019,95112
Tesla,Model 3,14/08/2022,43117
Chevrolet,Camaro,06/08/2010,82910
Honda,Accord,01/11/2022,63143
Honda,Accord,23/03/2022,34630
Kia,Picanto,16/03/2021,76163
Honda,Accord,23/09/2015,58166
Chevrolet,Camaro,11/12/2020,12414
Honda,Accord,14/04/2021,90203
Toyota,Camry,09/08/2018,63025
Ford,Mustang,20/10/2010,92851
Honda,Accord,12/05/2010,68106
Toyota,Camry,26/08/2020,49997
Ford,Mustang,20/12/2020,84900
Honda,Accord,02/01/2015,65099
Tesla,Model 3,09/03/2013,52829
Tesla,Model 3,07/05/2014,95587
Toyota,Camry,01/08/2020,68981
Tesla,Model 3,09/01/2017,98299
Ford,Mustang,17/05/2020,19109
Ford,Mustang,01/10/2010,64261
Nissan,Sentra,26/01/2019,53477
Ford,Mustang,06/05/2022,76269
Kia,Picanto,19/01/2017,37913
Ford,Mustang,20/07/2020,31517
Kia,Picanto,02/01/2014,29275
Kia,Picanto,04/05/2019,26230
Toyota,Camry,13/10/2016,25885
Tesla,Model 3,15/06/2013,97155
Kia,Picanto,24/08/2021,89452
Toyota,Camry,15/08/2015,98338
Chevrolet,Camaro,14/05/2011,57920
Ford,Mustang,22/11/2013,21269
Toyota,Camry,02/09/2018,57713
Nissan,Sentra,02/04/2015,46956
Tesla,Model 3,18/06/2017,60371
Tesla,Model 3,04/12/2018,53786
Chevrolet,Camaro,26/02/2010,54650
Kia,Picanto,05/08/2016,54568
Chevrolet,Camaro,26/08/2014,54038
Ford,Mustang,14/08/2010,74538
Toyota,Camry,17/11/2011,94168
Tesla,Model 3,21/10/2018,59584
Honda,Accord,24/06/2015,38533
Toyota,Camry,17/08/2016,16085
Tesla,Model 3,02/06/2011,26175
Chevrolet,Camaro,17/08/2021,39586
Kia,Picanto,13/03/2019,54054
Kia,Picanto,25/12/2015,54248
Kia,Picanto,22/02/2022,38941
Ford,Mustang,12/09/2015,41972
Nissan,Sentra,16/10/2016,77057
Honda,Accord,28/06/2018,78923
Toyota,Camry,28/01/2010,77987
Honda,Accord,13/03/2020,22555
Chevrolet,Camaro,17/02/2017,18074
Chevrolet,Camaro,01/07/2011,75234
Nissan,Sentra,20/09/2021,33349
Tesla,Model 3,18/08/2018,65072
Toyota,Camry,28/08/2010,17804
Chevrolet,Camaro,12/10/2017,39621
Nissan,Sentra,28/03/2011,10300
Nissan,Sentra,05/06/2020,26307
Chevrolet,Camaro,18/09/2012,45350
Toyota,Camry,18/04/2021,46826
Ford,Mustang,19/01/2011,10282
Kia,Picanto,12/04/2014,31463
Chevrolet,Camaro,12/04/2012,59946
Tesla,Model 3,08/08/2015,28561
Honda,Accord,19/04/2016,75417
Chevrolet,Camaro,14/08/2021,78874
Tesla,Model 3,21/07/2018,84036
Tesla,Model 3,05/07/2013,16512
Kia,Picanto,28/03/2010,16815
Tesla,Model 3,27/01/2017,33256
Kia,Picanto,23/10/2012,67215
Toyota,Camry,28/09/2018,25705
Chevrolet,Camaro,09/05/2011,14248
Chevrolet,Camaro,16/07/2010,58944
Chevrolet,Camaro,23/07/2010,38185
Nissan,Sentra,06/09/2016,28568
Ford,Mustang,27/05/2014,57680
Nissan,Sentra,17/08/2015,97929
Kia,Picanto,11/12/2016,22423
Toyota,Camry,10/08/2016,38636
Nissan,Sentra,02/03/2011,28063
Kia,Picanto,09/02/2010,54874
Ford,Mustang,17/09/2018,63777
Toyota,Camry,12/01/2013,78407
Nissan,Sentra,22/01/2018,44098
Honda,Accord,12/05/2014,38651
Ford,Mustang,21/02/2012,93507
Nissan,Sentra,13/03/2015,16369
Nissan,Sentra,01/05/2014,59601
Ford,Mustang,24/08/2018,27123
Nissan,Sentra,12/12/2012,79828
Nissan,Sentra,04/12/2022,83779
Tesla,Model 3,15/02/2011,31057
Kia,Picanto,06/07/2013,74194
Ford,Mustang,26/05/2013,84461
Toyota,Camry,22/06/2011,58332
Tesla,Model 3,22/03/2016,57782
Kia,Picanto,17/03/2012,35481
Tesla,Model 3,02/11/2021,57059
Tesla,Model 3,25/10/2021,39983
Honda,Accord,15/02/2019,19059
Ford,Mustang,11/06/2014,17958
Toyota,Camry,13/10/2012,64218
Toyota,Camry,27/01/2012,75237
Kia,Picanto,25/02/2020,13754
Toyota,Camry,01/10/2019,88910
Chevrolet,Camaro,24/11/2014,97120
Chevrolet,Camaro,18/11/2015,62323
Kia,Picanto,05/10/2010,70760
Kia,Picanto,25/02/2018,21044
Chevrolet,Camaro,10/10/2019,27462
Nissan,Sentra,21/10/2018,26082
Toyota,Camry,07/02/2015,73005
Nissan,Sentra,22/12/2021,93033
Nissan,Sentra,17/03/2015,38167
Honda,Accord,28/08/2019,44407
Toyota,Camry,04/04/2013,87392
Tesla,Model 3,09/04/2022,52417
Nissan,Sentra,20/02/2015,55506
Toyota,Camry,11/01/2019,16131
Nissan,Sentra,08/02/2019,82049
Nissan,Sentra,11/03/2017,90640
Ford,Mustang,11/12/2019,70601
Kia,Picanto,18/07/2012,29128
Nissan,Sentra,07/07/2012,52515
Nissan,Sentra,11/02/2015,99520
Ford,Mustang,24/06/2022,45898
Honda,Accord,16/02/2020,88780
Tesla,Model 3,14/01/2015,87013
Chevrolet,Camaro,15/08/2022,57773
Kia,Picanto,20/05/2017,67045
Kia,Picanto,15/09/2018,38756
Chevrolet,Camaro,03/07/2014,43981
Toyota,Camry,07/09/2016,19808
Kia,Picanto,01/08/2010,37792
Nissan,Sentra,02/07/2022,33448
Toyota,Camry,28/08/2011,35419
Kia,Picanto,11/10/2012,32384
Ford,Mustang,09/06/2022,33006
Kia,Picanto,19/06/2010,48311
Honda,Accord,19/06/2014,99670
Kia,Picanto,23/05/2018,32887
Tesla,Model 3,16/06/2018,25746
Ford,Mustang,26/09/2016,59333
Tesla,Model 3,28/04/2016,21525
Kia,Picanto,10/06/2010,84648
Tesla,Model 3,27/06/2010,67323
Chevrolet,Camaro,17/02/2016,11366
Nissan,Sentra,23/05/2013,40302
Ford,Mustang,06/04/2010,64850
Toyota,Camry,25/01/2014,65968
Ford,Mustang,12/07/2022,30961
Honda,Accord,21/03/2019,42900
Honda,Accord,14/05/2015,43810
Honda,Accord,14/03/2017,56574
Ford,Mustang,02/06/2015,96712
Honda,Accord,01/11/2022,85799
Honda,Accord,09/10/2014,99867
Toyota,Camry,08/08/2016,79997
Chevrolet,Camaro,07/11/2012,34068
Toyota,Camry,24/11/2015,49096
Tesla,Model 3,12/09/2011,20190
Toyota,Camry,13/06/2021,43305
Tesla,Model 3,03/11/2011,64962
Tesla,Model 3,19/08/2015,17276
Honda,Accord,21/01/2014,85842
Kia,Picanto,26/05/2019,86146
Tesla,Model 3,07/06/2013,19010
Ford,Mustang,10/04/2014,65132
Ford,Mustang,04/08/2016,82879
Chevrolet,Camaro,04/03/2013,65859
Toyota,Camry,01/07/2011,64855
Chevrolet,Camaro,22/05/2020,96572
Tesla,Model 3,15/08/2012,16448
Chevrolet,Camaro,26/07/2013,10917
Tesla,Model 3,04/04/2021,20365
Nissan,Sentra,20/10/2019,57811
Tesla,Model 3,14/01/2021,80817
Kia,Picanto,06/10/2016,76191
Honda,Accord,28/12/2022,40638
Kia,Picanto,26/05/2010,44894
Honda,Accord,07/03/2022,87166
Kia,Picanto,14/03/2022,97955
Kia,Picanto,03/01/2022,16148
Toyota,Camry,01/08/2020,37140
Ford,Mustang,16/03/2022,50410
Kia,Picanto,26/03/2010,62224
Chevrolet,Camaro,15/05/2021,22995
Tesla,Model 3,13/12/2015,80655
Tesla,Model 3,14/12/2016,32624
Tesla,Model 3,14/04/2011,77334
Chevrolet,Camaro,05/10/2018,67115
Nissan,Sentra,18/04/2019,26977
Kia,Picanto,09/07/2016,86762
Honda,Accord,23/01/2016,61452
Toyota,Camry,18/05/2014,28096
Kia,Picanto,14/04/2010,72619
Kia,Picanto,02/01/2015,70740
Toyota,Camry,27/09/2016,13637
Chevrolet,Camaro,28/08/2014,10790
Ford,Mustang,02/07/2020,80997
Nissan,Sentra,08/09/2015,92564
Ford,Mustang,22/03/2011,29991
Kia,Picanto,24/05/2014,45007
Kia,Picanto,18/02/2015,11312
Kia,Picanto,10/03/2021,51107
Chevrolet,Camaro,10/04/2011,80220
Toyota,Camry,11/03/2019,28921
Honda,Accord,08/05/2021,26639
Honda,Accord,27/02/2012,50426
Chevrolet,Camaro,13/10/2021,12617
Ford,Mustang,27/05/2016,33969
Chevrolet,Camaro,01/09/2021,75672
Honda,Accord,15/08/2017,57527
Tesla,Model 3,25/10/2015,29464
Tesla,Model 3,12/04/2019,23465
Toyota,Camry,22/03/2016,83305
Kia,Picanto,14/04/2013,37183
Kia,Picanto,09/03/2019,30589
Chevrolet,Camaro,22/07/2022,34712
Toyota,Camry,07/08/2015,14416
Chevrolet,Camaro,22/04/2019,95855
Tesla,Model 3,02/01/2016,64986
Ford,Mustang,27/02/2015,47401
Honda,Accord,11/04/2018,86487
Honda,Accord,24/06/2022,25484
Nissan,Sentra,17/10/2020,83713
Ford,Mustang,25/02/2013,30786
Nissan,Sentra,07/11/2015,68993
Toyota,Camry,23/06/2015,53154
Ford,Mustang,28/08/2016,71569
Ford,Mustang,28/05/2021,84629
Chevrolet,Camaro,26/09/2016,51162
Kia,Picanto,05/07/2019,27056
Tesla,Model 3,25/10/2010,49179
Chevrolet,Camaro,20/01/2018,60550
Honda,Accord,05/02/2019,67298
Toyota,Camry,13/08/2011,67545
Tesla,Model 3,22/10/2015,62490
Chevrolet,Camaro,19/09/2012,21162
Tesla,Model 3,24/05/2018,62055
Tesla,Model 3,28/12/2010,70282
Toyota,Camry,05/11/2015,70475
Toyota,Camry,01/11/2018,89711
Ford,Mustang,19/12/2011,89515
Kia,Picanto,26/08/2013,49836
Nissan,Sentra,05/05/2012,11988
Honda,Accord,10/02/2013,43603
Honda,Accord,25/04/2020,11043
Toyota,Camry,26/07/2020,91973
Kia,Picanto,24/06/2015,82843
Ford,Mustang,05/06/2020,46748
Toyota,Camry,22/08/2018,57146
Tesla,Model 3,08/09/2018,21868
Kia,Picanto,09/06/2019,71170
Honda,Accord,12/06/2010,13480
Chevrolet,Camaro,19/02/2012,41855
Tesla,Model 3,11/01/2016,68111
Nissan,Sentra,23/07/2019,86594
Honda,Accord,09/07/2018,51005
Nissan,Sentra,19/10/2022,28533
Tesla,Model 3,18/06/2014,24370
Ford,Mustang,27/09/2012,80310
Ford,Mustang,01/03/2020,34522
Toyota,Camry,14/08/2016,41224
Kia,Picanto,08/05/2015,88653
Toyota,Camry,10/09/2013,92276
Tesla,Model 3,23/07/2011,10986
Toyota,Camry,22/08/2013,40804
Ford,Mustang,02/08/2018,68549
Ford,Mustang,08/02/2015,94921
Chevrolet,Camaro,04/06/2016,65639
Kia,Picanto,16/09/2015,37181
Honda,Accord,15/12/2011,11203
Chevrolet,Camaro,13/12/2010,53325
Tesla,Model 3,26/10/2011,81124
Ford,Mustang,17/04/2020,76495
Nissan,Sentra,11/09/2019,73914
Nissan,Sentra,10/05/2017,74417
Ford,Mustang,12/01/2012,61318
Chevrolet,Camaro,25/01/2020,91123
Ford,Mustang,13/03/2014,61811
Chevrolet,Camaro,24/01/2020,77843
Honda,Accord,02/10/2018,81851
Ford,Mustang,23/12/2010,64083
Tesla,Model 3,11/08/2011,85823
Chevrolet,Camaro,10/03/2012,67844
Chevrolet,Camaro,20/02/2020,72484
Toyota,Camry,17/09/2015,26503
Kia,Picanto,06/01/2019,97147
Nissan,Sentra,12/07/2014,80193
Nissan,Sentra,23/12/2019,56606
Honda,Accord,11/09/2015,78408
Kia,Picanto,20/02/2020,10633
Honda,Accord,08/11/2020,79530
Ford,Mustang,18/07/2012,23400
Toyota,Camry,01/12/2010,21884
Ford,Mustang,28/06/2018,97892
Chevrolet,Camaro,24/04/2019,70718
Kia,Picanto,02/01/2012,98431
Toyota,Camry,20/01/2018,72549
Ford,Mustang,05/08/2013,13583
Chevrolet,Camaro,07/06/2016,82483
Chevrolet,Camaro,23/07/2013,68367
Chevrolet,Camaro,05/10/2021,82059
Nissan,Sentra,18/03/2013,99114
Chevrolet,Camaro,07/07/2014,19358
Toyota,Camry,22/05/2020,81003
Chevrolet,Camaro,16/06/2020,56289
Nissan,Sentra,12/07/2019,23848
Nissan,Sentra,18/07/2013,33933
Nissan,Sentra,07/06/2011,93919
Toyota,Camry,08/04/2014,68994
Nissan,Sentra,12/06/2010,48464
Nissan,Sentra,23/06/2019,13795
Ford,Mustang,23/09/2017,58545
Toyota,Camry,23/09/2015,90848
Ford,Mustang,23/03/2012,15925
Honda,Accord,22/12/2014,99751
Nissan,Sentra,27/08/2012,35227
Honda,Accord,04/01/2013,68047
Kia,Picanto,27/02/2011,44844
Tesla,Model 3,12/04/2019,39819
Honda,Accord,08/06/2020,37879
Chevrolet,Camaro,04/01/2021,34564
Nissan,Sentra,23/12/2016,78701
